# 数据格式要求
# #号开头为注释文字
# A,B,C,D,E,F   :
#A =0 左转 =1 右转
#B 转的角度
#C =73  前进73像素距离
#D,E,F RGB三种颜色
0,0,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0
0,73,150,1,0,0
0,73,150,0,1,0
0,73,150,0,0,1
0,73,150,0,0,0


